id,text,label,language,source_tag
231,إشعار من البنك: يمكنكم متابعة كشف الحساب الشهري عبر التطبيق الرسمي. [variant-31],benign,arabic,tn_curated_manual
232,بلاغ من Tunisie Telecom حول تحسينات صيانة الشبكة هذا المساء. [variant-32],benign,arabic,tn_curated_manual
233,البريد التونسي يعلن عن أوقات العمل الجديدة خلال شهر رمضان. [variant-33],benign,arabic,tn_curated_manual
234,رسالة توعوية: لا تشارك رمز OTP مع أي شخص مهما كانت الجهة. [variant-34],benign,arabic,tn_curated_manual
235,إعلام من STB حول خدمة الحجز المسبق للمواعيد داخل الوكالات. [variant-35],benign,arabic,tn_curated_manual
236,CNAM تذكر المشتركين بموعد تجديد الملفات السنوية. [variant-36],benign,arabic,tn_curated_manual
237,بلاغ حكومي: منصة الخدمات الرقمية متاحة عبر الرابط الرسمي فقط. [variant-37],benign,arabic,tn_curated_manual
238,شركة الكهرباء تدعو إلى اعتماد الدفع الإلكتروني عبر التطبيق المعتمد. [variant-38],benign,arabic,tn_curated_manual
239,رسالة تثقيفية من tunCERT حول طرق كشف روابط التصيد. [variant-39],benign,arabic,tn_curated_manual
240,إشعار من Ooredoo حول عرض إنترنت جديد دون طلب أي بيانات حساسة. [variant-40],benign,arabic,tn_curated_manual
241,إشعار من البنك: يمكنكم متابعة كشف الحساب الشهري عبر التطبيق الرسمي. [variant-41],benign,arabic,tn_curated_manual
242,بلاغ من Tunisie Telecom حول تحسينات صيانة الشبكة هذا المساء. [variant-42],benign,arabic,tn_curated_manual
243,البريد التونسي يعلن عن أوقات العمل الجديدة خلال شهر رمضان. [variant-43],benign,arabic,tn_curated_manual
244,رسالة توعوية: لا تشارك رمز OTP مع أي شخص مهما كانت الجهة. [variant-44],benign,arabic,tn_curated_manual
245,إعلام من STB حول خدمة الحجز المسبق للمواعيد داخل الوكالات. [variant-45],benign,arabic,tn_curated_manual
246,CNAM تذكر المشتركين بموعد تجديد الملفات السنوية. [variant-46],benign,arabic,tn_curated_manual
247,بلاغ حكومي: منصة الخدمات الرقمية متاحة عبر الرابط الرسمي فقط. [variant-47],benign,arabic,tn_curated_manual
248,شركة الكهرباء تدعو إلى اعتماد الدفع الإلكتروني عبر التطبيق المعتمد. [variant-48],benign,arabic,tn_curated_manual
249,رسالة تثقيفية من tunCERT حول طرق كشف روابط التصيد. [variant-49],benign,arabic,tn_curated_manual
250,إشعار من Ooredoo حول عرض إنترنت جديد دون طلب أي بيانات حساسة. [variant-50],benign,arabic,tn_curated_manual
251,Message BIAT: votre relevé mensuel est disponible dans l'application officielle. [variant-1],benign,french,tn_curated_manual
252,Information STB: maintenance planifiée des services samedi matin. [variant-2],benign,french,tn_curated_manual
253,Tunisie Telecom annonce une offre fibre pour les nouveaux clients. [variant-3],benign,french,tn_curated_manual
254,Poste Tunisienne rappelle de vérifier l'URL officielle avant toute connexion. [variant-4],benign,french,tn_curated_manual
255,CNAM informe sur la procédure normale de mise à jour du dossier médical. [variant-5],benign,french,tn_curated_manual
256,Ooredoo Tunisie communique une promotion valable jusqu'à la fin du mois. [variant-6],benign,french,tn_curated_manual
257,Rappel sécurité: aucune banque ne demande votre mot de passe par SMS. [variant-7],benign,french,tn_curated_manual
258,Avis e-gov: utilisez uniquement les portails se terminant par .tn. [variant-8],benign,french,tn_curated_manual
259,Communication ANCS: guide de cybersécurité publié pour les citoyens. [variant-9],benign,french,tn_curated_manual
260,Notification service client: assistance disponible de 8h à 18h. [variant-10],benign,french,tn_curated_manual
261,Message BIAT: votre relevé mensuel est disponible dans l'application officielle. [variant-11],benign,french,tn_curated_manual
262,Information STB: maintenance planifiée des services samedi matin. [variant-12],benign,french,tn_curated_manual
263,Tunisie Telecom annonce une offre fibre pour les nouveaux clients. [variant-13],benign,french,tn_curated_manual
264,Poste Tunisienne rappelle de vérifier l'URL officielle avant toute connexion. [variant-14],benign,french,tn_curated_manual
265,CNAM informe sur la procédure normale de mise à jour du dossier médical. [variant-15],benign,french,tn_curated_manual
266,Ooredoo Tunisie communique une promotion valable jusqu'à la fin du mois. [variant-16],benign,french,tn_curated_manual
267,Rappel sécurité: aucune banque ne demande votre mot de passe par SMS. [variant-17],benign,french,tn_curated_manual
268,Avis e-gov: utilisez uniquement les portails se terminant par .tn. [variant-18],benign,french,tn_curated_manual
269,Communication ANCS: guide de cybersécurité publié pour les citoyens. [variant-19],benign,french,tn_curated_manual
270,Notification service client: assistance disponible de 8h à 18h. [variant-20],benign,french,tn_curated_manual
271,Message BIAT: votre relevé mensuel est disponible dans l'application officielle. [variant-21],benign,french,tn_curated_manual
272,Information STB: maintenance planifiée des services samedi matin. [variant-22],benign,french,tn_curated_manual
273,Tunisie Telecom annonce une offre fibre pour les nouveaux clients. [variant-23],benign,french,tn_curated_manual
274,Poste Tunisienne rappelle de vérifier l'URL officielle avant toute connexion. [variant-24],benign,french,tn_curated_manual
275,CNAM informe sur la procédure normale de mise à jour du dossier médical. [variant-25],benign,french,tn_curated_manual
276,Ooredoo Tunisie communique une promotion valable jusqu'à la fin du mois. [variant-26],benign,french,tn_curated_manual
277,Rappel sécurité: aucune banque ne demande votre mot de passe par SMS. [variant-27],benign,french,tn_curated_manual
278,Avis e-gov: utilisez uniquement les portails se terminant par .tn. [variant-28],benign,french,tn_curated_manual
279,Communication ANCS: guide de cybersécurité publié pour les citoyens. [variant-29],benign,french,tn_curated_manual
280,Notification service client: assistance disponible de 8h à 18h. [variant-30],benign,french,tn_curated_manual
281,Message BIAT: votre relevé mensuel est disponible dans l'application officielle. [variant-31],benign,french,tn_curated_manual
282,Information STB: maintenance planifiée des services samedi matin. [variant-32],benign,french,tn_curated_manual
283,Tunisie Telecom annonce une offre fibre pour les nouveaux clients. [variant-33],benign,french,tn_curated_manual
284,Poste Tunisienne rappelle de vérifier l'URL officielle avant toute connexion. [variant-34],benign,french,tn_curated_manual
285,CNAM informe sur la procédure normale de mise à jour du dossier médical. [variant-35],benign,french,tn_curated_manual
286,Ooredoo Tunisie communique une promotion valable jusqu'à la fin du mois. [variant-36],benign,french,tn_curated_manual
287,Rappel sécurité: aucune banque ne demande votre mot de passe par SMS. [variant-37],benign,french,tn_curated_manual
288,Avis e-gov: utilisez uniquement les portails se terminant par .tn. [variant-38],benign,french,tn_curated_manual
289,Communication ANCS: guide de cybersécurité publié pour les citoyens. [variant-39],benign,french,tn_curated_manual
290,Notification service client: assistance disponible de 8h à 18h. [variant-40],benign,french,tn_curated_manual
291,Message BIAT: votre relevé mensuel est disponible dans l'application officielle. [variant-41],benign,french,tn_curated_manual
292,Information STB: maintenance planifiée des services samedi matin. [variant-42],benign,french,tn_curated_manual
293,Tunisie Telecom annonce une offre fibre pour les nouveaux clients. [variant-43],benign,french,tn_curated_manual
294,Poste Tunisienne rappelle de vérifier l'URL officielle avant toute connexion. [variant-44],benign,french,tn_curated_manual
295,CNAM informe sur la procédure normale de mise à jour du dossier médical. [variant-45],benign,french,tn_curated_manual
296,Ooredoo Tunisie communique une promotion valable jusqu'à la fin du mois. [variant-46],benign,french,tn_curated_manual
297,Rappel sécurité: aucune banque ne demande votre mot de passe par SMS. [variant-47],benign,french,tn_curated_manual
298,Avis e-gov: utilisez uniquement les portails se terminant par .tn. [variant-48],benign,french,tn_curated_manual
299,Communication ANCS: guide de cybersécurité publié pour les citoyens. [variant-49],benign,french,tn_curated_manual
300,Notification service client: assistance disponible de 8h à 18h. [variant-50],benign,french,tn_curated_manual
